Gender,Level of Study,Household Income,Preferred learning mode,Learning Objects [Slide presentation],Learning Objects [Book],Learning Objects [Lecture Note],Learning Objects [Educational game],Learning Objects [Video],Learning Objects [Audio-recorded lecture],Learning Objects [Animated instruction],Learning Objects [Real object model],Learning Objects [Mind Map],Learning Objects [Multimedia content],Learning Objects [Interactive Tool],Learning Objects [Technology-supported learning include computer-based training systems],Learning Objects [Intelligent computer-aided instruction systems],1. When operating new equipment for the first time I prefer to,2. When seeking travel directions I,3. When cooking a new dish I,4. To teach someone something I,5. I tend to say ,6. I tend to say ,7. I tend to say ,8. Complaining about faulty goods I tend to,9. I prefer these leisure activities,10. When shopping generally I tend to,11. Choosing a holiday I,12. Choosing a new car I,13. Learning a new skill,14. Choosing from a restaurant menu,15. When listening to a band,16. When concentrating I,17. I remember things best by,18. My first memory is of,19. When anxious I,20. I feel especially connected to others because of,"21. When I revise for an exam, I","22. When explaining something to someone, I tend to",23. My main interests are,24. Most of my free time is spent,25. When I first contact a new person,26. I first notice how people,27. If I am very angry,28. I find it easiest to remember,29. I think I can tell someone is lying because,30. When I'm meeting with an old friend,Dominant_VAK
Female,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Very Much,Very Much,Very Much,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Undecided,Undecided,Listen to or ask for an explaination,Look at a map,Follow a recipe,Write Instructions,I see what you mean,Tell me,Listen to me explain,Write a letter,Music or conversation,Look and decide,Read the brochures,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I listen to the lyrics and the beats,Discuss the problem and possible solutions in my head,Saying them aloud or repeating words and key points in my head,Doing something,Talk over in my head what worries me most,How they make me,Write lots of revision notes,Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Doing physical activity or making things,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,"I say ""it's great to hear your voice!""",Auditory
Female,Undergraduate,"Less than RM 4,849",Face to Face,Very Much,Very Much,Very Much,Somewhat	,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I see what you mean,Tell me,Listen to me explain,Phone,Physical activities or making things,Look and decide,Listen to recommendations,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),"Move around a lot, fiddle with pens and pencils and touch unrelated things",Doing and practicing the activity or imagining it being done,Looking at something,"Can't sit still, fiddle and move around constantly",What they say to me,Write lots of revision notes,Explain to them in different ways until they understand,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I talk to them on the telephone,Sound and speak,I keep replaying in my mind what it is that has upset me,Things I have done,The vibes I get from them,I give them a hug or a handshake,Auditory
Female,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Somewhat	,Very Much,Very Much,Very Much,Somewhat	,"Have a go and learn by ""trial and error""",Follow my nose or maybe use a compass,Follow a recipe,Demonstrate and let them have a go,I see what you mean,Tell me,You have a go,Write a letter,Museums or galleries,Look and decide,Listen to recommendations,Discuss with friends,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Writing notes or keeping printed details,Doing something,Visualize the worst case scenarios,How they make me,Write lots of revision notes,Show them what I mean,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"Less than RM 4,849",Asynchronous Online Learning (On your own time),Not Really,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Not Really,Undecided,Not Really,Not Really,Undecided,Somewhat	,Somewhat	,Read the instructions,Ask for spoken directions,Follow a recipe,Demonstrate and let them have a go,I know how you feel,Let me try,Watch how I do it,"Go back to the store, or send the faulty item to the head office",Physical activities or making things,Look and decide,Imagine the experience,Test-drive what you fancy,I watch what the teacher is doing,I talk through the options in my head,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Saying them aloud or repeating words and key points in my head,Doing something,Talk over in my head what worries me most,How they make me,Write lots of revision notes,Explain to them in different ways until they understand,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I arrange a face to face meeting,Look and dress,"I stomp about, slam doors and throw things",Faces,The vibes I get from them,I give them a hug or a handshake,Kinesthetic
Male,Undergraduate,"Less than RM 4,849","Face to Face, Asynchronous Online Learning (On your own time)",Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I hear what you are saying,Let me try,Watch how I do it,Phone,Physical activities or making things,"Try on, handle or test",Listen to recommendations,Read the reviews,I watch what the teacher is doing,I talk through the options in my head,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Doing and practicing the activity or imagining it being done,Doing something,Visualize the worst case scenarios,What they say to me,"I talk over my notes, to myself or to other people",Show them what I mean,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I arrange a face to face meeting,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,Their voice changes,I give them a hug or a handshake,Visual
Female,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Very Much,Somewhat	,Somewhat	,Somewhat	,Very Much,Very Much,Very Much,Somewhat	,Somewhat	,Somewhat	,Undecided,Somewhat	,Somewhat	,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Tell me,Listen to me explain,Phone,Physical activities or making things,Look and decide,Listen to recommendations,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Saying them aloud or repeating words and key points in my head,Looking at something,Talk over in my head what worries me most,What they say to me,"I talk over my notes, to myself or to other people",Show them what I mean,Photography or watching films or people watching,Watching television,I arrange a face to face meeting,Look and dress,"I stomp about, slam doors and throw things",Things I have done,They avoid looking at you,I give them a hug or a handshake,Visual
Male,Undergraduate,"RM 4,850 – RM10,959","Face to Face, Synchronous Online Learning (Real Time), Asynchronous Online Learning (On your own time)",Somewhat	,Not Really,Very Much,Undecided,Very Much,Very Much,Very Much,Undecided,Undecided,Very Much,Very Much,Very Much,Very Much,"Have a go and learn by ""trial and error""",Look at a map,Follow a recipe,Demonstrate and let them have a go,I know how you feel,Let me try,Watch how I do it,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Listen to recommendations,Read the reviews,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I listen to the lyrics and the beats,Discuss the problem and possible solutions in my head,Doing and practicing the activity or imagining it being done,Looking at something,"Can't sit still, fiddle and move around constantly",How they make me,Write lots of revision notes,Show them what I mean,Listening to music or listening to the radio or talking to friends,Watching television,I try to get together to share an activity,Sound and speak,"I stomp about, slam doors and throw things",Things I have done,The vibes I get from them,I give them a hug or a handshake,Kinesthetic
Female,Undergraduate,"Less than RM 4,849","Face to Face, Synchronous Online Learning (Real Time), Asynchronous Online Learning (On your own time)",Very Much,Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Tell me,Listen to me explain,Phone,Music or conversation,"Try on, handle or test",Listen to recommendations,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Writing notes or keeping printed details,Looking at something,Talk over in my head what worries me most,How they make me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Watching television,I try to get together to share an activity,Look and dress,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,"I say ""it's great to see you!""",Auditory
Female,Undergraduate,"More than RM10,960",Face to Face,Very Much,Undecided,Very Much,Very Much,Very Much,Not Really,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I know how you feel,Show me,Listen to me explain,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Listen to recommendations,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I talk through the options in my head,I sing along to the lyrics (in my head or out loud),Discuss the problem and possible solutions in my head,Saying them aloud or repeating words and key points in my head,Looking at something,Visualize the worst case scenarios,What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Photography or watching films or people watching,Watching television,I talk to them on the telephone,Look and dress,"I stomp about, slam doors and throw things",Things I have done,The vibes I get from them,"I say ""it's great to see you!""",Visual
Male,Undergraduate,"Less than RM 4,849",Asynchronous Online Learning (On your own time),Very Much,Somewhat	,Very Much,Not Really,Somewhat	,Undecided,Very Much,Undecided,Very Much,Very Much,Very Much,Somewhat	,Somewhat	,Listen to or ask for an explaination,Look at a map,Call a friend for explaination,Demonstrate and let them have a go,I see what you mean,Show me,Watch how I do it,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Read the brochures,Discuss with friends,I watch what the teacher is doing,I imagine what the food will look like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Doing and practicing the activity or imagining it being done,Doing something,"Can't sit still, fiddle and move around constantly",How they make me,"I talk over my notes, to myself or to other people",Show them what I mean,Listening to music or listening to the radio or talking to friends,Watching television,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,I give them a hug or a handshake,Visual
Female,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I hear what you are saying,Let me try,Watch how I do it,Phone,Museums or galleries,Look and decide,Read the brochures,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Writing notes or keeping printed details,Looking at something,"Can't sit still, fiddle and move around constantly",What they say to me,Imagine making the movement or creating the formula,Explain to them in different ways until they understand,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I try to get together to share an activity,Stand and move,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,I give them a hug or a handshake,Visual
Female,Undergraduate,"Less than RM 4,849","Face to Face, Synchronous Online Learning (Real Time), Asynchronous Online Learning (On your own time)",Very Much,Very Much,Very Much,Undecided,Very Much,Very Much,Somewhat	,Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,"Have a go and learn by ""trial and error""",Follow my nose or maybe use a compass,"Follow my instinct, tasting as I cook",Explain verbally,I know how you feel,Let me try,Listen to me explain,"Go back to the store, or send the faulty item to the head office",Physical activities or making things,Look and decide,Imagine the experience,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I talk through the options in my head,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Saying them aloud or repeating words and key points in my head,Doing something,Talk over in my head what worries me most,How they make me,Imagine making the movement or creating the formula,Encourage them to try and talk them through the idea as they try,"Physical/sports activities or fine wines, fine foods or dancing",Talking to friends,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,I give them a hug or a handshake,Kinesthetic
Male,Undergraduate,"More than RM10,960","Face to Face, Synchronous Online Learning (Real Time)",Very Much,Somewhat	,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Somewhat	,Very Much,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Demonstrate and let them have a go,I see what you mean,Show me,Watch how I do it,Phone,Physical activities or making things,Look and decide,Listen to recommendations,Discuss with friends,I talk through with the teacher exactly what I am supposed to do,I talk through the options in my head,I listen to the lyrics and the beats,Discuss the problem and possible solutions in my head,Saying them aloud or repeating words and key points in my head,Looking at something,Visualize the worst case scenarios,What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Talking to friends,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,They avoid looking at you,"I say ""it's great to hear your voice!""",Auditory
Male,Undergraduate,"RM 4,850 – RM10,959","Face to Face, Synchronous Online Learning (Real Time)",Very Much,Very Much,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Demonstrate and let them have a go,I see what you mean,Let me try,Watch how I do it,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Imagine the experience,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what the food will look like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Writing notes or keeping printed details,Doing something,Visualize the worst case scenarios,What they say to me,"I talk over my notes, to myself or to other people",Show them what I mean,Photography or watching films or people watching,Watching television,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,They avoid looking at you,"I say ""it's great to hear your voice!""",Visual
Male,Undergraduate,"Less than RM 4,849","Face to Face, Synchronous Online Learning (Real Time), Asynchronous Online Learning (On your own time)",Somewhat	,Very Much,Very Much,Very Much,Very Much,Somewhat	,Not Really,Somewhat	,Somewhat	,Very Much,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I know how you feel,Let me try,Listen to me explain,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Imagine the experience,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Doing and practicing the activity or imagining it being done,Looking at something,Talk over in my head what worries me most,How they look,Write lots of revision notes,Explain to them in different ways until they understand,Photography or watching films or people watching,Watching television,I talk to them on the telephone,Look and dress,I shout lots and tell people how I feel,Faces,They avoid looking at you,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"Less than RM 4,849","Face to Face, Asynchronous Online Learning (On your own time)",Very Much,Somewhat	,Very Much,Not at All,Very Much,Somewhat	,Not Really,Not at All,Not Really,Somewhat	,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I know how you feel,Tell me,You have a go,"Go back to the store, or send the faulty item to the head office",Physical activities or making things,Look and decide,Listen to recommendations,Read the reviews,I talk through with the teacher exactly what I am supposed to do,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),"Move around a lot, fiddle with pens and pencils and touch unrelated things",Writing notes or keeping printed details,Looking at something,Visualize the worst case scenarios,How they make me,Write lots of revision notes,Explain to them in different ways until they understand,Photography or watching films or people watching,Watching television,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Somewhat	,Undecided,Very Much,Very Much,Very Much,Undecided,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Somewhat	,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Show me,Watch how I do it,"Go back to the store, or send the faulty item to the head office",Music or conversation,Look and decide,Listen to recommendations,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),"Move around a lot, fiddle with pens and pencils and touch unrelated things",Saying them aloud or repeating words and key points in my head,Looking at something,"Can't sit still, fiddle and move around constantly",What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Watching television,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Names,The vibes I get from them,"I say ""it's great to see you!""",Auditory
Female,Undergraduate,"RM 4,850 – RM10,959","Face to Face, Asynchronous Online Learning (On your own time)",Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I know how you feel,Let me try,Watch how I do it,Phone,Physical activities or making things,Look and decide,Listen to recommendations,Read the reviews,I talk through with the teacher exactly what I am supposed to do,I imagine what the food will look like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Saying them aloud or repeating words and key points in my head,Doing something,Talk over in my head what worries me most,What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Doing physical activity or making things,I talk to them on the telephone,Sound and speak,I keep replaying in my mind what it is that has upset me,Things I have done,The vibes I get from them,"I say ""it's great to see you!""",Auditory
Male,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Somewhat	,Undecided,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Undecided,Somewhat	,Somewhat	,Somewhat	,"Have a go and learn by ""trial and error""",Look at a map,Call a friend for explaination,Demonstrate and let them have a go,I see what you mean,Tell me,Watch how I do it,Phone,Physical activities or making things,"Try on, handle or test",Imagine the experience,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),Discuss the problem and possible solutions in my head,Doing and practicing the activity or imagining it being done,Looking at something,Talk over in my head what worries me most,How they make me,Imagine making the movement or creating the formula,Show them what I mean,"Physical/sports activities or fine wines, fine foods or dancing",Doing physical activity or making things,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Names,They avoid looking at you,I give them a hug or a handshake,Kinesthetic
Male,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Undecided,Very Much,Very Much,Very Much,Somewhat	,Not Really,Very Much,Very Much,Undecided,Somewhat	,Very Much,Very Much,Somewhat	,Read the instructions,Look at a map,"Follow my instinct, tasting as I cook",Demonstrate and let them have a go,I see what you mean,Show me,You have a go,Write a letter,Physical activities or making things,Look and decide,Imagine the experience,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I listen to the lyrics and the beats,Discuss the problem and possible solutions in my head,Doing and practicing the activity or imagining it being done,Looking at something,Talk over in my head what worries me most,What they say to me,Imagine making the movement or creating the formula,Encourage them to try and talk them through the idea as they try,Photography or watching films or people watching,Watching television,I talk to them on the telephone,Stand and move,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"Less than RM 4,849",Synchronous Online Learning (Real Time),Somewhat	,Not at All,Not Really,Not Really,Somewhat	,Very Much,Very Much,Undecided,Very Much,Somewhat	,Undecided,Somewhat	,Very Much,Read the instructions,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Let me try,You have a go,Write a letter,Physical activities or making things,Look and decide,Imagine the experience,Test-drive what you fancy,I watch what the teacher is doing,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),Discuss the problem and possible solutions in my head,Writing notes or keeping printed details,Doing something,Talk over in my head what worries me most,How they make me,"I talk over my notes, to myself or to other people",Show them what I mean,"Physical/sports activities or fine wines, fine foods or dancing",Watching television,I try to get together to share an activity,Look and dress,I keep replaying in my mind what it is that has upset me,Things I have done,They avoid looking at you,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"Less than RM 4,849",Face to Face,Somewhat	,Somewhat	,Very Much,Very Much,Somewhat	,Somewhat	,Very Much,Very Much,Undecided,Very Much,Very Much,Somewhat	,Somewhat	,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Let me try,Listen to me explain,"Go back to the store, or send the faulty item to the head office",Physical activities or making things,"Try on, handle or test",Listen to recommendations,Discuss with friends,I talk through with the teacher exactly what I am supposed to do,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),Focus on the words or pictures in front of me,Writing notes or keeping printed details,Doing something,Visualize the worst case scenarios,What they say to me,Write lots of revision notes,Show them what I mean,Listening to music or listening to the radio or talking to friends,Talking to friends,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Things I have done,The vibes I get from them,"I say ""it's great to see you!""",Auditory
Female,Undergraduate,"Less than RM 4,849",Face to Face,Not Really,Very Much,Very Much,Not at All,Somewhat	,Very Much,Very Much,Very Much,Undecided,Somewhat	,Very Much,Very Much,Very Much,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Tell me,Listen to me explain,Phone,Music or conversation,Look and decide,Read the brochures,Read the reviews,I watch what the teacher is doing,I imagine what  the food will taste like,I sing along to the lyrics (in my head or out loud),"Move around a lot, fiddle with pens and pencils and touch unrelated things",Saying them aloud or repeating words and key points in my head,Looking at something,Talk over in my head what worries me most,How they make me,Imagine making the movement or creating the formula,Encourage them to try and talk them through the idea as they try,Listening to music or listening to the radio or talking to friends,Doing physical activity or making things,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Names,They avoid looking at you,I give them a hug or a handshake,Auditory
Male,Undergraduate,"RM 4,850 – RM10,959",Asynchronous Online Learning (On your own time),Very Much,Undecided,Undecided,Undecided,Very Much,Somewhat	,Somewhat	,Undecided,Somewhat	,Somewhat	,Somewhat	,Undecided,Undecided,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I see what you mean,Show me,You have a go,Write a letter,Museums or galleries,Look and decide,Listen to recommendations,Discuss with friends,I watch what the teacher is doing,I talk through the options in my head,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Writing notes or keeping printed details,Doing something,"Can't sit still, fiddle and move around constantly",How they look,Write lots of revision notes,Encourage them to try and talk them through the idea as they try,"Physical/sports activities or fine wines, fine foods or dancing",Watching television,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Things I have done,The vibes I get from them,"I say ""it's great to see you!""",Visual
Female,Undergraduate,"Less than RM 4,849",Face to Face,Very Much,Somewhat	,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Very Much,Somewhat	,Somewhat	,Very Much,Somewhat	,Somewhat	,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Explain verbally,I know how you feel,Let me try,Listen to me explain,"Go back to the store, or send the faulty item to the head office",Physical activities or making things,Look and decide,Imagine the experience,Discuss with friends,I watch what the teacher is doing,I imagine what the food will look like,I move in time with the music,Focus on the words or pictures in front of me,Writing notes or keeping printed details,Doing something,Visualize the worst case scenarios,What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Photography or watching films or people watching,Watching television,I try to get together to share an activity,Look and dress,I shout lots and tell people how I feel,Things I have done,They avoid looking at you,I give them a hug or a handshake,Visual
Female,Undergraduate,"RM 4,850 – RM10,959","Face to Face, Synchronous Online Learning (Real Time)",Somewhat	,Undecided,Somewhat	,Somewhat	,Undecided,Undecided,Not Really,Undecided,Somewhat	,Somewhat	,Somewhat	,Very Much,Somewhat	,Read the instructions,Look at a map,"Follow my instinct, tasting as I cook",Demonstrate and let them have a go,I see what you mean,Show me,Watch how I do it,Phone,Music or conversation,Look and decide,Listen to recommendations,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I move in time with the music,Focus on the words or pictures in front of me,Doing and practicing the activity or imagining it being done,Doing something,Visualize the worst case scenarios,What they say to me,Write lots of revision notes,Explain to them in different ways until they understand,"Physical/sports activities or fine wines, fine foods or dancing",Watching television,I arrange a face to face meeting,Look and dress,"I stomp about, slam doors and throw things",Names,The vibes I get from them,"I say ""it's great to see you!""",Visual
Male,Undergraduate,"RM 4,850 – RM10,959",Face to Face,Somewhat	,Somewhat	,Very Much,Very Much,Undecided,Undecided,Very Much,Very Much,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Very Much,Listen to or ask for an explaination,Ask for spoken directions,Follow a recipe,Demonstrate and let them have a go,I know how you feel,Let me try,Watch how I do it,Phone,Music or conversation,Look and decide,Imagine the experience,Discuss with friends,I like to give it a try and work it out as I go along by doing it,I imagine what the food will look like,I sing along to the lyrics (in my head or out loud),Discuss the problem and possible solutions in my head,Doing and practicing the activity or imagining it being done,Looking at something,Talk over in my head what worries me most,What they say to me,"I talk over my notes, to myself or to other people",Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Talking to friends,I talk to them on the telephone,Look and dress,I keep replaying in my mind what it is that has upset me,Things I have done,The vibes I get from them,"I say ""it's great to see you!""",Auditory
Female,Undergraduate,"Less than RM 4,849",Asynchronous Online Learning (On your own time),Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Read the instructions,Look at a map,Follow a recipe,Write Instructions,I know how you feel,Let me try,You have a go,"Go back to the store, or send the faulty item to the head office",Music or conversation,"Try on, handle or test",Imagine the experience,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what  the food will taste like,I listen to the lyrics and the beats,Focus on the words or pictures in front of me,Saying them aloud or repeating words and key points in my head,Doing something,Talk over in my head what worries me most,How they make me,"I talk over my notes, to myself or to other people",Encourage them to try and talk them through the idea as they try,Photography or watching films or people watching,Watching television,I arrange a face to face meeting,Stand and move,I keep replaying in my mind what it is that has upset me,Faces,The vibes I get from them,I give them a hug or a handshake,Kinesthetic
Female,Undergraduate,"Less than RM 4,849",Synchronous Online Learning (Real Time),Very Much,Somewhat	,Very Much,Somewhat	,Very Much,Very Much,Very Much,Somewhat	,Undecided,Somewhat	,Somewhat	,Somewhat	,Somewhat	,Read the instructions,Look at a map,Follow a recipe,Demonstrate and let them have a go,I know how you feel,Tell me,Listen to me explain,Phone,Music or conversation,Look and decide,Listen to recommendations,Test-drive what you fancy,I like to give it a try and work it out as I go along by doing it,I imagine what the food will look like,I sing along to the lyrics (in my head or out loud),"Move around a lot, fiddle with pens and pencils and touch unrelated things",Writing notes or keeping printed details,Looking at something,"Can't sit still, fiddle and move around constantly",How they make me,Imagine making the movement or creating the formula,Explain to them in different ways until they understand,Listening to music or listening to the radio or talking to friends,Doing physical activity or making things,I talk to them on the telephone,Stand and move,"I stomp about, slam doors and throw things",Faces,Their voice changes,I give them a hug or a handshake,Kinesthetic
Male,Undergraduate,"Less than RM 4,849",Asynchronous Online Learning (On your own time),Very Much,Undecided,Somewhat	,Very Much,Very Much,Somewhat	,Very Much,Somewhat	,Somewhat	,Very Much,Very Much,Very Much,Very Much,Read the instructions,Look at a map,Follow a recipe,Explain verbally,I know how you feel,Tell me,Listen to me explain,Phone,Physical activities or making things,Look and decide,Listen to recommendations,Read the reviews,I watch what the teacher is doing,I talk through the options in my head,I move in time with the music,Focus on the words or pictures in front of me,Writing notes or keeping printed details,Looking at something,Talk over in my head what worries me most,How they look,Write lots of revision notes,Show them what I mean,Listening to music or listening to the radio or talking to friends,Doing physical activity or making things,I try to get together to share an activity,Sound and speak,I keep replaying in my mind what it is that has upset me,Faces,They avoid looking at you,I give them a hug or a handshake,Visual
